"url","id","label_it","level.@type","level.@value","parent"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6","3.6","Da 36 a 50","http://www.w3.org/2001/XMLSchema#integer","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7","3.7","Da 51 a 70","http://www.w3.org/2001/XMLSchema#integer","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8","3.8","Da 71 a 85","http://www.w3.org/2001/XMLSchema#integer","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9","3.9","Da 86 a 100","http://www.w3.org/2001/XMLSchema#integer","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/1.1.1","1.1.1","001","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/1.1.2","1.1.2","002","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/1.1.3","1.1.3","003","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/1.1.4","1.1.4","004","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/1.1.5","1.1.5","005","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.10","2.2.10","010","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.11","2.2.11","011","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.12","2.2.12","012","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.13","2.2.13","013","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.14","2.2.14","014","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.15","2.2.15","015","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.6","2.2.6","006","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.7","2.2.7","007","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.8","2.2.8","008","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/2.2.9","2.2.9","009","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.3.16","3.3.16","016","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.3.17","3.3.17","017","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.3.18","3.3.18","018","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.3.19","3.3.19","019","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.3.20","3.3.20","020","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.4.21","3.4.21","021","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.4"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.4.22","3.4.22","022","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.4"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.4.23","3.4.23","023","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.4"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.4.24","3.4.24","024","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.4"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.4.25","3.4.25","025","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.4"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.26","3.5.26","026","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.27","3.5.27","027","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.28","3.5.28","028","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.29","3.5.29","029","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.30","3.5.30","030","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.31","3.5.31","031","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.32","3.5.32","032","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.33","3.5.33","033","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.34","3.5.34","034","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.5.35","3.5.35","035","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.36","3.6.36","036","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.37","3.6.37","037","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.38","3.6.38","038","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.39","3.6.39","039","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.40","3.6.40","040","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.41","3.6.41","041","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.42","3.6.42","042","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.43","3.6.43","043","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.44","3.6.44","044","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.45","3.6.45","045","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.46","3.6.46","046","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.47","3.6.47","047","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.48","3.6.48","048","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.49","3.6.49","049","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.6.50","3.6.50","050","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.51","3.7.51","051","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.52","3.7.52","052","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.53","3.7.53","053","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.54","3.7.54","054","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.55","3.7.55","055","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.56","3.7.56","056","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.57","3.7.57","057","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.58","3.7.58","058","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.59","3.7.59","059","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.60","3.7.60","060","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.61","3.7.61","061","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.62","3.7.62","062","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.63","3.7.63","063","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.64","3.7.64","064","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.65","3.7.65","065","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.66","3.7.66","066","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.67","3.7.67","067","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.68","3.7.68","068","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.69","3.7.69","069","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.7.70","3.7.70","070","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.71","3.8.71","071","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.72","3.8.72","072","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.73","3.8.73","073","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.74","3.8.74","074","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.75","3.8.75","075","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.76","3.8.76","076","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.77","3.8.77","077","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.78","3.8.78","078","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.79","3.8.79","079","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.80","3.8.80","080","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.81","3.8.81","081","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.82","3.8.82","082","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.83","3.8.83","083","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.84","3.8.84","084","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.8.85","3.8.85","085","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.100","3.9.100","100","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.86","3.9.86","086","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.87","3.9.87","087","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.88","3.9.88","088","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.89","3.9.89","089","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.90","3.9.90","090","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.91","3.9.91","091","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/3.9.92","3.9.92","092","http://www.w3.org/2001/XMLSchema#integer","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9"
