"url","id","parent","label_en","label_it","level"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.18","II.18","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Neoplasms of uncertain or unknown behaviour","Tumori di comportamento incerto o sconosciuto (D37-D48)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.2","II.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasms of digestive organs","Tumori maligni degli organi dell'apparato digerente (C15-C26)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.3","II.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasms of respiratory and intrathoracic organs","Tumori maligni dell'apparato respiratorio e degli organi intratoracici (C30-C39)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.4","II.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasms of bone and articular cartilage","Tumori maligni di osso e cartilagine articolare (C40-C41)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.5","II.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Melanoma and other malignant neoplasms of skin","Melanoma ed altri tumori maligni della cute (C43-C44)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.6","II.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasms of mesothelial and soft tissue","Tumore maligno di tessuto mesoteliale e dei tessuti molli (C45-C49)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.7","II.7","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasm of breast","Tumore maligno della mammella (C50)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.8","II.8","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasms of female genital organs ","Tumori maligni degli organi genitali femminili (C51-C58)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/II.9","II.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/II","Malignant neoplasms of male genital organs","Tumori maligni degli organi genitali maschili (C60-C63)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/III.1","III.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/III","Nutritional anaemias","Anemie nutrizionali (D50-D53)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/III.2","III.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/III","Haemolytic anaemias","Anemie emolitiche (D55-D59)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/III.3","III.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/III","Aplastic and other anaemias","Anemia aplastica ed altre anemie (D60-D64)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/III.4","III.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/III","Coagulation defects, purpura and other haemorrhagic conditions","Difetti della coagulazione, porpore e altre condizioni emorragiche(D65-D69)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/III.5","III.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/III","Other diseases of blood and blood-forming organs","Altre malattie del sangue e degli organi ematopoietici (D70-D77)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/III.6","III.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/III","Certain disorders involving the immune mechanism","Alcuni disturbi interessanti il sistema immunitario (D80-D89)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IV.1","IV.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IV","Disorders of thyroid gland","Disturbi della tiroide (E00-E07)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IV.2","IV.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IV","Diabetes mellitus","Diabete mellito (E10-E14)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IV.3","IV.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IV","Metabolic disorders","Disturbi metabolici (E70-E90)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.1","IX.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Hypertensive diseases","Malattie ipertensive (I10-I15)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.2","IX.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Ischaemic heart diseases","Cardiopatie ischemiche (I20-I25)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.3","IX.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Pulmonary heart disease and diseases of pulmonary circulation","Cuore polmonare e malattie del circolo polmonare (I26-I28)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.4","IX.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Other forms of heart disease","Altre forme di cardiopatia (I30-I52)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.5","IX.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Cerebrovascular diseases","Malattie cerebrovascolari (I60-I69)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.6","IX.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Diseases of arteries, arterioles and capillaries","Malattie delle arterie, delle arteriole e dei capillari (I70-I79)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.7","IX.7","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified","Malattie delle vene, dei vasi linfatici e dei linfonodi non classificate altrove (I80-I89)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/IX.8","IX.8","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/IX","Other and unspecified disorders of the circulatory system","Altri e non specificati disturbi del sistema circolatorio (I95-I99)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.1","V.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Organic, including symptomatic, mental disorders","Disturbi psichici di natura organica, compresi quelli sintomatici (F00-F09)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.2","V.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Mental and behavioural disorders due to psychoactive substance use","Disturbi psichici e comportamentali da uso di sostanze psicoattive(F10-F19)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.3","V.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Schizophrenia, schizotypal and delusional disorders","Schizofrenia, disturbo schizotipico e disturbi deliranti (F20-F29)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.4","V.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Mood [affective] disorders","Disturbi dell'umore [affettivi] (F30-F39)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.5","V.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Neurotic, stress-related and somatoform disorders","Disturbi nevrotici, legati a stress e somatoformi (F40-F48)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.6","V.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Behavioural syndromes associated with physiological disturbances and physical factors","Sindromi comportamentali associate a disfunzioni fisiologiche e a fattori fisici (F50-F59)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/V.7","V.7","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/V","Disorders of adult personality and behaviour","Disturbi della personalità e del comportamento nell'adulto (F60-F69)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.1","VI.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Inflammatory diseases of the central nervous system","Malattie infiammatorie del sistema nervoso centrale (G00-G09)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.2","VI.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Extrapyramidal and movement disorders","Disturbi extrapiramidali e del movimento (G20-G26)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.3","VI.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Other degenerative diseases of the nervous system","Altre malattie degenerative del sistema nervoso (G30-G32)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.4","VI.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Demyelinating diseases of the central nervous system","Malattie demielinizzanti del sistema nervoso centrale (G35-G37)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.5","VI.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Episodic and paroxysmal disorders","Disturbi episodici e parossistici (G40-G47)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.6","VI.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Nerve, nerve root and plexus disorders","Disturbi dei nervi, delle radici nervose e dei plessi nervosi (G50-G59)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.7","VI.7","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Polyneuropathies and other disorders of the peripheral nervous system","Polineuropatie ed altri disturbi del sistema nervoso peiferico(G60-G64)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.8","VI.8","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Diseases of myoneural junction and muscle","Malattie della giunzione neuromuscolare e dei muscoli (G70-G73)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VI.9","VI.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VI","Other disorders of the nervous system","Altri disturbi del sistema nervoso (G90-G99)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.1","VII.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Disorders of conjunctiva","Disturbi della congiuntiva (H10-H13)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.2","VII.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Disorders of sclera, cornea, iris and ciliary body","Disturbi della sclera, della cornea, dell'iride e del corpo ciliare(H15-H22)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.3","VII.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Disorders of lens","Disturbi del cristallino (H25-H28)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.4","VII.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Disorders of choroid and retina","Disturbi della coroide e della retina (H30-H36)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.5","VII.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Glaucoma","Glaucoma (H40-H42)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.6","VII.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Disorders of vitreous body and globe","Disturbi del corpo vitreo e del globo oculare (H43-H45)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.7","VII.7","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Disorders of optic nerve and visual pathways","Disturbi del nervo ottico e delle vie ottiche (H46-H48)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.8","VII.8","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Visual disturbances and blindness","Disturbi visivi e cecità (H53-H54)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VII.9","VII.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VII","Other disorders of eye and adnexa","Altri disturbi dell'occhio e degli annessi oculari (H55-H59)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VIII.1","VIII.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VIII","Diseases of middle ear and mastoid","Malattie dell'orecchio medio e della mastoide (H65-H75)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VIII.2","VIII.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VIII","Diseases of inner ear","Malattie dell'orecchio interno (H80-H83)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/VIII.3","VIII.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/VIII","Other disorders of ear","Altri disturbi dell'orecchio (H90-H95)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/X.1","X.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/X","Other diseases of upper respiratory tract","Altre malattie delle alte vie respiratorie (J30-J39)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/X.2","X.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/X","Chronic lower respiratory diseases","Malattie croniche delle basse vie respiratorie (J40-J47)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/X.3","X.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/X","Lung diseases due to external agents","Malattie polmonari da agenti esterni (J60-J70)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/X.4","X.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/X","Other respiratory diseases principally affecting the interstitium","Altre pneumopatie che interessano prevalentemente l'interstizio(J80-J84)",2
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/categoria_ICDX/X.5","X.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/classificazione_ICDX/settore_ICDX/X","Other diseases of pleura","Altre malattie della pleura (J90-J94)",2
