url,id,parent,label_it,label_en,level
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/III.6,III.6,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/III,Alcuni disturbi interessanti il sistema immunitario (D80-D89),Certain disorders involving the immune mechanism,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IV.1,IV.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IV,Disturbi della tiroide (E00-E07),Disorders of thyroid gland,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IV.2,IV.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IV,Diabete mellito (E10-E14),Diabetes mellitus,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IV.3,IV.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IV,Disturbi metabolici (E70-E90),Metabolic disorders,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.1,IX.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,Malattie ipertensive (I10-I15),Hypertensive diseases,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.2,IX.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,Cardiopatie ischemiche (I20-I25),Ischaemic heart diseases,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.3,IX.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,Cuore polmonare e malattie del circolo polmonare (I26-I28),Pulmonary heart disease and diseases of pulmonary circulation,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.4,IX.4,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,Altre forme di cardiopatia (I30-I52),Other forms of heart disease,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.5,IX.5,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,Malattie cerebrovascolari (I60-I69),Cerebrovascular diseases,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.6,IX.6,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,"Malattie delle arterie, delle arteriole e dei capillari (I70-I79)","Diseases of arteries, arterioles and capillaries",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.7,IX.7,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,"Malattie delle vene, dei vasi linfatici e dei linfonodi non classificate altrove (I80-I89)","Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/IX.8,IX.8,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/IX,Altri e non specificati disturbi del sistema circolatorio (I95-I99),Other and unspecified disorders of the circulatory system,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.1,V.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,"Disturbi psichici di natura organica, compresi quelli sintomatici (F00-F09)","Organic, including symptomatic, mental disorders",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.2,V.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,Disturbi psichici e comportamentali da uso di sostanze psicoattive(F10-F19),Mental and behavioural disorders due to psychoactive substance use,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.3,V.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,"Schizofrenia, disturbo schizotipico e disturbi deliranti (F20-F29)","Schizophrenia, schizotypal and delusional disorders",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.4,V.4,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,Disturbi dell'umore [affettivi] (F30-F39),Mood [affective] disorders,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.5,V.5,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,"Disturbi nevrotici, legati a stress e somatoformi (F40-F48)","Neurotic, stress-related and somatoform disorders",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.6,V.6,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,Sindromi comportamentali associate a disfunzioni fisiologiche e a fattori fisici (F50-F59),Behavioural syndromes associated with physiological disturbances and physical factors,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/V.7,V.7,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/V,Disturbi della personalità e del comportamento nell'adulto (F60-F69),Disorders of adult personality and behaviour,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.1,VI.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Malattie infiammatorie del sistema nervoso centrale (G00-G09),Inflammatory diseases of the central nervous system,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.2,VI.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Disturbi extrapiramidali e del movimento (G20-G26),Extrapyramidal and movement disorders,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.3,VI.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Altre malattie degenerative del sistema nervoso (G30-G32),Other degenerative diseases of the nervous system,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.4,VI.4,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Malattie demielinizzanti del sistema nervoso centrale (G35-G37),Demyelinating diseases of the central nervous system,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.5,VI.5,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Disturbi episodici e parossistici (G40-G47),Episodic and paroxysmal disorders,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.6,VI.6,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,"Disturbi dei nervi, delle radici nervose e dei plessi nervosi (G50-G59)","Nerve, nerve root and plexus disorders",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.7,VI.7,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Polineuropatie ed altri disturbi del sistema nervoso peiferico(G60-G64),Polyneuropathies and other disorders of the peripheral nervous system,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.8,VI.8,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Malattie della giunzione neuromuscolare e dei muscoli (G70-G73),Diseases of myoneural junction and muscle,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VI.9,VI.9,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VI,Altri disturbi del sistema nervoso (G90-G99),Other disorders of the nervous system,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.1,VII.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Disturbi della congiuntiva (H10-H13),Disorders of conjunctiva,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.2,VII.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,"Disturbi della sclera, della cornea, dell'iride e del corpo ciliare(H15-H22)","Disorders of sclera, cornea, iris and ciliary body",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.3,VII.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Disturbi del cristallino (H25-H28),Disorders of lens,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.4,VII.4,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Disturbi della coroide e della retina (H30-H36),Disorders of choroid and retina,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.5,VII.5,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Glaucoma (H40-H42),Glaucoma,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.6,VII.6,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Disturbi del corpo vitreo e del globo oculare (H43-H45),Disorders of vitreous body and globe,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.7,VII.7,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Disturbi del nervo ottico e delle vie ottiche (H46-H48),Disorders of optic nerve and visual pathways,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.8,VII.8,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Disturbi visivi e cecità (H53-H54),Visual disturbances and blindness,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VII.9,VII.9,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VII,Altri disturbi dell'occhio e degli annessi oculari (H55-H59),Other disorders of eye and adnexa,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VIII.1,VIII.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VIII,Malattie dell'orecchio medio e della mastoide (H65-H75),Diseases of middle ear and mastoid,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VIII.2,VIII.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VIII,Malattie dell'orecchio interno (H80-H83),Diseases of inner ear,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/VIII.3,VIII.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/VIII,Altri disturbi dell'orecchio (H90-H95),Other disorders of ear,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/X.1,X.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/X,Altre malattie delle alte vie respiratorie (J30-J39),Other diseases of upper respiratory tract,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/X.2,X.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/X,Malattie croniche delle basse vie respiratorie (J40-J47),Chronic lower respiratory diseases,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/X.3,X.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/X,Malattie polmonari da agenti esterni (J60-J70),Lung diseases due to external agents,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/X.4,X.4,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/X,Altre pneumopatie che interessano prevalentemente l'interstizio(J80-J84),Other respiratory diseases principally affecting the interstitium,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/X.5,X.5,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/X,Altre malattie della pleura (J90-J94),Other diseases of pleura,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/XI.1,XI.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/XI,"Malattie della cavità orale, delle ghiandole salivari e dei mascellari (K00-K14)","Diseases of oral cavity, salivary glands and jaws",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/XI.2,XI.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/XI,"Malattie dell'esofago, dello stomaco e del duodeno (K20-K31)","Diseases of oesophagus, stomach and duodenum",2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/XI.3,XI.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/XI,Ernie (K40-K46),Hernia,2
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/XI.4,XI.4,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/settore_ICDX/XI,Enteriti e coliti non infettive (K50-K52),Noninfective enteritis and colitis,2
